Timestamp,IMULS_X,IMULS_Y,IMULS_Z,IMULS_Ynew,IMULS_Znew,IMULE_X,IMULE_Y,IMULE_Z,IMULElbow,IMURS_X,IMURS_Y,IMURS_Z,IMURS_Ynew,IMURS_Znew'IMURE_X,IMURE_Y,IMURE_Z,IMURElbow,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.42,-8.54,2.33,-5.87,86.84,8.85,-6.75,6.84,17.74,9.59,99.19,70.62,71.28,152.45,93.04,0.00,0.00,0.00,0.00
5.46,-8.55,2.26,-6.18,86.86,8.84,-6.75,6.84,17.74,9.57,99.19,70.62,71.28,152.45,93.04,0.00,0.00,0.00,0.00
5.50,-8.55,2.26,-6.18,86.86,8.84,-6.62,6.74,17.60,9.44,99.19,70.62,71.28,152.45,93.04,0.00,0.00,0.00,0.00
5.52,-8.47,2.11,-6.29,87.00,8.73,-6.62,6.74,17.60,9.44,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.53,-8.47,2.11,-6.29,87.00,8.73,-6.62,6.74,17.60,9.44,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.59,-8.64,2.10,-6.45,86.97,8.89,-6.62,6.74,17.60,9.56,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.60,-8.64,2.10,-6.45,86.97,8.89,-6.80,6.74,17.44,9.56,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.63,-8.48,2.03,-6.60,87.03,8.72,-6.80,6.74,17.44,9.41,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.64,-8.48,2.03,-6.60,87.03,8.72,-6.80,6.74,17.44,9.41,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
5.66,-8.48,2.03,-6.60,87.03,8.72,-6.63,6.72,17.61,9.43,99.57,70.72,71.53,152.32,93.15,0.00,0.00,0.00,0.00
